ts,sym,decision_epoch,digit,sigma,ctype,barrier,model_p,model_ev,rtt_ms,cid,status,pnl,exit_lag_s
11:45:02,JD100,1783338299,,4.272,DIGITOVER,5,0.4165,0.0108,156,4400773659,lost,-1.0,1
11:45:04,JD100,1783338300,,4.274,DIGITUNDER,4,0.4165,0.0108,178,4400775099,lost,-1.0,1
11:45:11,JD100,1783338308,,4.271,DIGITOVER,5,0.4165,0.0108,175,4400788359,won,1.22,1
11:45:19,JD100,1783338317,,4.260,DIGITOVER,5,0.4165,0.0108,163,4400800419,lost,-1.0,1
11:45:42,JD100,1783338340,,4.267,DIGITOVER,5,0.4165,0.0108,166,4400829859,lost,-1.0,1
11:45:49,JD100,1783338347,,4.267,DIGITOVER,5,0.4165,0.0108,304,4400846939,lost,-1.0,1
11:45:55,JD100,1783338352,,4.273,DIGITOVER,5,0.4165,0.0108,192,4400853779,won,1.22,1
11:45:57,JD100,1783338353,,4.275,DIGITOVER,5,0.4165,0.0108,161,4400855179,lost,-1.0,1
11:45:59,JD100,1783338356,,4.276,DIGITUNDER,4,0.4165,0.0108,172,4400859459,won,1.22,1
11:46:01,JD100,1783338357,,4.276,DIGITUNDER,4,0.4165,0.0108,165,4400860979,lost,-1.0,1
11:46:04,JD100,1783338361,,4.273,DIGITOVER,5,0.4165,0.0108,223,4400866999,won,1.22,1
11:46:06,JD100,1783338364,,4.274,DIGITOVER,5,0.4165,0.0108,175,4400871299,lost,-1.0,1
11:46:09,JD100,1783338366,,4.277,DIGITOVER,5,0.4165,0.0108,166,4400874579,won,1.22,1
11:46:13,JD100,1783338370,,4.277,DIGITUNDER,4,0.4165,0.0108,162,4400886539,won,1.22,1
11:46:15,JD100,1783338373,,4.271,DIGITUNDER,4,0.4165,0.0108,169,4400890939,won,1.22,1
11:46:20,JD100,1783338377,,4.274,DIGITUNDER,4,0.4165,0.0108,232,4400896239,won,1.22,1
11:46:22,JD100,1783338379,,4.275,DIGITUNDER,4,0.4165,0.0108,154,4400899099,won,1.22,1
11:46:32,JD100,1783338389,,4.269,DIGITUNDER,4,0.4165,0.0108,152,4400912699,lost,-1.0,1
11:46:36,JD100,1783338394,,4.271,DIGITOVER,5,0.4165,0.0108,170,4400920239,lost,-1.0,1
11:46:42,JD100,1783338400,,4.280,DIGITOVER,5,0.4165,0.0108,166,4400930419,lost,-1.0,1
11:46:44,JD100,1783338402,,4.279,DIGITUNDER,4,0.4165,0.0108,148,4400933879,won,1.22,1
11:46:46,JD100,1783338403,,4.277,DIGITUNDER,4,0.4165,0.0108,164,4400935799,won,1.22,1
11:46:52,JD100,1783338410,,4.284,DIGITUNDER,4,0.4165,0.0108,165,4400946479,lost,-1.0,1
11:47:05,JD100,1783338422,,4.299,DIGITUNDER,4,0.4165,0.0108,210,4400966739,won,1.22,1
11:47:07,JD100,1783338423,,4.294,DIGITUNDER,4,0.4165,0.0108,213,4400968219,won,1.22,1
11:47:13,JD100,1783338430,,4.297,DIGITOVER,5,0.4165,0.0108,167,4400978839,won,1.22,1
11:47:20,JD100,1783338437,,4.291,DIGITUNDER,4,0.4165,0.0108,234,4400989759,won,1.22,1
11:47:22,JD100,1783338438,,4.290,DIGITUNDER,4,0.4165,0.0108,160,4400991019,lost,-1.0,1
11:47:30,JD100,1783338447,,4.297,DIGITOVER,5,0.4165,0.0108,211,4401005179,won,1.22,1
11:47:32,JD100,1783338450,,4.296,DIGITUNDER,4,0.4165,0.0108,165,4401008979,lost,-1.0,1
11:47:39,JD100,1783338457,,4.305,DIGITOVER,5,0.4165,0.0108,155,4401018779,lost,-1.0,1
11:47:41,JD100,1783338458,,4.307,DIGITUNDER,4,0.4165,0.0108,180,4401020079,lost,-1.0,1
11:47:44,JD100,1783338462,,4.307,DIGITOVER,5,0.4165,0.0108,151,4401025859,won,1.22,1
11:47:51,JD100,1783338469,,4.299,DIGITUNDER,4,0.4165,0.0108,173,4401037239,lost,-1.0,1
11:47:56,JD100,1783338473,,4.300,DIGITOVER,5,0.4165,0.0108,151,4401043079,lost,-1.0,1
11:47:58,JD100,1783338474,,4.299,DIGITUNDER,4,0.4165,0.0108,164,4401044499,lost,-1.0,1
11:48:01,JD100,1783338478,,4.304,DIGITOVER,5,0.4165,0.0108,174,4401051359,lost,-1.0,1
11:48:07,JD100,1783338484,,4.302,DIGITOVER,5,0.4165,0.0108,152,4401060779,won,1.22,1
11:48:10,JD100,1783338487,,4.302,DIGITOVER,5,0.4165,0.0108,161,4401065619,lost,-1.0,1
11:48:13,JD100,1783338490,,4.300,DIGITOVER,5,0.4165,0.0108,172,4401069879,lost,-1.0,1
11:48:15,JD100,1783338493,,4.300,DIGITOVER,5,0.4165,0.0108,168,4401075239,won,1.22,1
11:48:18,JD100,1783338496,,4.298,DIGITUNDER,4,0.4165,0.0108,168,4401079579,won,1.22,1
11:48:20,JD100,1783338497,,4.298,DIGITUNDER,4,0.4165,0.0108,226,4401081639,won,1.22,1
11:48:24,JD100,1783338501,,4.299,DIGITUNDER,4,0.4165,0.0108,166,4401086959,lost,-1.0,1
11:48:28,JD100,1783338505,,4.300,DIGITOVER,5,0.4165,0.0108,151,4401092799,lost,-1.0,1
11:48:32,JD100,1783338510,,4.297,DIGITOVER,5,0.4165,0.0108,170,4401100579,won,1.22,1
11:48:35,JD100,1783338513,,4.297,DIGITUNDER,4,0.4165,0.0108,156,4401104659,lost,-1.0,1
11:48:37,JD100,1783338514,,4.298,DIGITOVER,5,0.4165,0.0108,184,4401106219,lost,-1.0,1
11:48:41,JD100,1783338518,,4.296,DIGITUNDER,4,0.4165,0.0108,153,4401113039,won,1.22,1
11:48:56,JD100,1783338534,,4.304,DIGITOVER,5,0.4165,0.0108,161,4401136779,lost,-1.0,1
11:48:59,JD100,1783338536,,4.304,DIGITUNDER,4,0.4165,0.0108,152,4401139419,lost,-1.0,1
11:49:01,JD100,1783338537,,4.303,DIGITOVER,5,0.4165,0.0108,154,4401141119,won,1.22,1
11:49:03,JD100,1783338540,,4.306,DIGITUNDER,4,0.4165,0.0108,154,4401145859,won,1.22,1
11:49:14,JD100,1783338551,,4.312,DIGITUNDER,4,0.4165,0.0108,153,4401162099,lost,-1.0,1
11:49:18,JD100,1783338555,,4.312,DIGITUNDER,4,0.4165,0.0108,174,4401167919,won,1.22,1
11:49:20,JD100,1783338558,,4.309,DIGITUNDER,4,0.4165,0.0108,155,4401174859,lost,-1.0,1
11:49:29,JD100,1783338566,,4.303,DIGITOVER,5,0.4165,0.0108,183,4401191459,won,1.22,1
11:49:33,JD100,1783338570,,4.300,DIGITUNDER,4,0.4165,0.0108,163,4401197179,won,1.22,1
11:49:35,JD100,1783338573,,4.291,DIGITUNDER,4,0.4165,0.0108,150,4401201459,won,1.22,1
11:49:38,JD100,1783338575,,4.291,DIGITOVER,5,0.4165,0.0108,153,4401204679,lost,-1.0,1
11:49:41,JD100,1783338579,,4.290,DIGITUNDER,4,0.4165,0.0108,168,4401211219,lost,-1.0,1
11:49:44,JD100,1783338581,,4.287,DIGITUNDER,4,0.4165,0.0108,175,4401213999,lost,-1.0,1
11:49:46,JD100,1783338583,,4.290,DIGITUNDER,4,0.4165,0.0108,169,4401217199,lost,-1.0,1
11:50:06,JD100,1783338604,,4.303,DIGITOVER,5,0.4165,0.0108,161,4401253919,won,1.22,1
11:50:14,JD100,1783338611,,4.312,DIGITUNDER,4,0.4165,0.0108,167,4401264119,lost,-1.0,1
11:50:17,JD100,1783338615,,4.309,DIGITOVER,5,0.4165,0.0108,144,4401269719,lost,-1.0,1
11:50:23,JD100,1783338620,,4.313,DIGITOVER,5,0.4165,0.0108,164,4401276719,lost,-1.0,1
11:50:25,JD100,1783338621,,4.315,DIGITUNDER,4,0.4165,0.0108,171,4401278519,won,1.22,1
11:50:27,JD100,1783338625,,4.314,DIGITUNDER,4,0.4165,0.0108,151,4401284919,lost,-1.0,1
11:50:34,JD100,1783338632,,4.316,DIGITOVER,5,0.4165,0.0108,159,4401297139,lost,-1.0,1
11:50:36,JD100,1783338633,,4.318,DIGITUNDER,4,0.4165,0.0108,153,4401298919,lost,-1.0,1
11:50:43,JD100,1783338640,,4.317,DIGITUNDER,4,0.4165,0.0108,163,4401309319,won,1.22,1
11:50:45,JD100,1783338641,,4.317,DIGITUNDER,4,0.4165,0.0108,173,4401310879,lost,-1.0,1
11:50:53,JD100,1783338651,,4.322,DIGITOVER,5,0.4165,0.0108,171,4401325699,lost,-1.0,1
11:51:00,JD100,1783338657,,4.318,DIGITUNDER,4,0.4165,0.0108,162,4401334859,won,1.22,1
11:51:10,JD100,1783338667,,4.328,DIGITUNDER,4,0.4165,0.0108,156,4401352159,won,1.22,1
11:51:15,JD100,1783338673,,4.329,DIGITOVER,5,0.4165,0.0108,158,4401361779,won,1.22,1
11:51:20,JD100,1783338678,,4.317,DIGITUNDER,4,0.4165,0.0108,145,4401368479,won,1.22,1
11:51:32,JD100,1783338689,,4.323,DIGITOVER,5,0.4165,0.0108,170,4401386159,won,1.22,1
11:51:34,JD100,1783338691,,4.321,DIGITUNDER,4,0.4165,0.0108,159,4401389299,won,1.22,1
11:51:39,JD100,1783338696,,4.322,DIGITUNDER,4,0.4165,0.0108,184,4401395999,lost,-1.0,1
11:51:41,JD100,1783338697,,4.323,DIGITOVER,5,0.4165,0.0108,165,4401397639,won,1.22,1
11:51:43,JD100,1783338701,,4.323,DIGITOVER,5,0.4165,0.0108,183,4401403659,lost,-1.0,1
11:51:49,JD100,1783338706,,4.325,DIGITUNDER,4,0.4165,0.0108,174,4401410739,lost,-1.0,1
11:51:53,JD100,1783338710,,4.329,DIGITOVER,5,0.4165,0.0108,161,4401416399,lost,-1.0,1
11:51:56,JD100,1783338713,,4.334,DIGITUNDER,4,0.4165,0.0108,146,4401421379,lost,-1.0,1
11:51:58,JD100,1783338714,,4.332,DIGITOVER,5,0.4165,0.0108,190,4401422579,won,1.22,1
11:52:00,JD100,1783338717,,4.331,DIGITOVER,5,0.4165,0.0108,162,4401427499,lost,-1.0,1
11:52:02,JD100,1783338718,,4.332,DIGITUNDER,4,0.4165,0.0108,163,4401428999,won,1.22,1
11:52:05,JD100,1783338719,,4.332,DIGITUNDER,4,0.4165,0.0108,163,4401430539,won,1.22,1
11:52:08,JD100,1783338725,,4.340,DIGITUNDER,4,0.4165,0.0108,178,4401440599,won,1.22,1
11:52:14,JD100,1783338732,,4.339,DIGITOVER,5,0.4165,0.0108,171,4401451679,lost,-1.0,1
11:52:17,JD100,1783338734,,4.339,DIGITOVER,5,0.4165,0.0108,154,4401454679,lost,-1.0,1
11:52:20,JD100,1783338738,,4.335,DIGITOVER,5,0.4165,0.0108,153,4401459919,lost,-1.0,1
11:52:22,JD100,1783338739,,4.337,DIGITUNDER,4,0.4165,0.0108,153,4401461779,won,1.22,1
11:52:26,JD100,1783338744,,4.332,DIGITOVER,5,0.4165,0.0108,167,4401468839,lost,-1.0,1
11:52:43,JD100,1783338761,,4.317,DIGITUNDER,4,0.4165,0.0108,149,4401497159,won,1.22,1
11:52:45,JD100,1783338762,,4.317,DIGITUNDER,4,0.4165,0.0108,1464,4401506399,lost,-1.0,2
11:52:49,JD100,1783338767,,4.327,DIGITOVER,5,0.4165,0.0108,213,4401511899,won,1.22,1
11:52:52,JD100,1783338770,,4.331,DIGITUNDER,4,0.4165,0.0108,162,4401516779,lost,-1.0,1
11:52:56,JD100,1783338774,,4.337,DIGITOVER,5,0.4165,0.0108,164,4401522859,lost,-1.0,1
11:52:58,JD100,1783338776,,4.335,DIGITUNDER,4,0.4165,0.0108,176,4401525899,won,1.22,1
11:53:04,JD100,1783338782,,4.337,DIGITOVER,5,0.4165,0.0108,359,4401537639,won,1.22,1
11:53:15,JD100,1783338793,,4.337,DIGITOVER,5,0.4165,0.0108,146,4401554859,lost,-1.0,1
11:53:17,JD100,1783338795,,4.337,DIGITUNDER,4,0.4165,0.0108,147,4401557959,lost,-1.0,1
11:53:19,JD100,1783338797,,4.337,DIGITOVER,5,0.4165,0.0108,219,4401561179,lost,-1.0,1
11:53:21,JD100,1783338798,,4.338,DIGITUNDER,4,0.4165,0.0108,157,4401562599,lost,-1.0,1
11:53:24,JD100,1783338802,,4.335,DIGITUNDER,4,0.4165,0.0108,165,4401569339,lost,-1.0,1
11:53:28,JD100,1783338805,,4.332,DIGITUNDER,4,0.4165,0.0108,155,4401573399,lost,-1.0,1
11:53:42,JD100,1783338820,,4.332,DIGITOVER,5,0.4165,0.0108,182,4401599719,lost,-1.0,1
11:53:57,JD100,1783338834,,4.343,DIGITOVER,5,0.4165,0.0108,161,4401621419,won,1.22,1
11:53:59,JD100,1783338836,,4.343,DIGITUNDER,4,0.4165,0.0108,152,4401624899,lost,-1.0,1
11:54:10,JD100,1783338847,,4.332,DIGITUNDER,4,0.4165,0.0108,161,4401642599,lost,-1.0,1
11:54:13,JD100,1783338851,,4.335,DIGITOVER,5,0.4165,0.0108,177,4401648119,won,1.22,1
11:54:20,JD100,1783338857,,4.337,DIGITOVER,5,0.4165,0.0108,211,4401656279,lost,-1.0,1
11:54:37,JD100,1783338875,,4.340,DIGITOVER,5,0.4165,0.0108,162,4401684439,lost,-1.0,1
11:54:40,JD100,1783338878,,4.342,DIGITUNDER,4,0.4165,0.0108,159,4401688479,lost,-1.0,1
11:54:47,JD100,1783338885,,4.337,DIGITOVER,5,0.4165,0.0108,156,4401701539,won,1.22,1
11:54:51,JD100,1783338888,,4.333,DIGITUNDER,4,0.4165,0.0108,177,4401707119,won,1.22,1
11:54:53,JD100,1783338891,,4.331,DIGITUNDER,4,0.4165,0.0108,154,4401717139,lost,-1.0,1
11:54:55,JD100,1783338892,,4.332,DIGITOVER,5,0.4165,0.0108,146,4401718519,won,1.22,1
11:54:57,JD100,1783338893,,4.329,DIGITOVER,5,0.4165,0.0108,169,4401720679,won,1.22,1
11:54:59,JD100,1783338894,,4.328,DIGITOVER,5,0.4165,0.0108,156,4401721739,won,1.22,1
11:55:02,JD100,1783338897,,4.325,DIGITUNDER,4,0.4165,0.0108,153,4401726679,won,1.22,1
11:55:09,JD100,1783338906,,4.328,DIGITOVER,5,0.4165,0.0108,150,4401740939,won,1.22,1
11:55:16,JD100,1783338913,,4.321,DIGITOVER,5,0.4165,0.0108,170,4401751899,lost,-1.0,1
11:55:23,JD100,1783338921,,4.325,DIGITOVER,5,0.4165,0.0108,158,4401766959,won,1.22,1
11:55:29,JD100,1783338927,,4.334,DIGITOVER,5,0.4165,0.0108,157,4401776519,lost,-1.0,1
11:55:31,JD100,1783338928,,4.333,DIGITUNDER,4,0.4165,0.0108,150,4401777579,won,1.22,1
11:55:33,JD100,1783338930,,4.333,DIGITOVER,5,0.4165,0.0108,162,4401780799,won,1.22,1
11:55:35,JD100,1783338933,,4.334,DIGITOVER,5,0.4165,0.0108,180,4401784959,lost,-1.0,1
11:55:41,JD100,1783338939,,4.333,DIGITOVER,5,0.4165,0.0108,156,4401794959,won,1.22,1
11:55:44,JD100,1783338941,,4.332,DIGITOVER,5,0.4165,0.0108,146,4401797859,lost,-1.0,1
11:55:46,JD100,1783338943,,4.336,DIGITUNDER,4,0.4165,0.0108,164,4401800839,won,1.22,1
11:55:48,JD100,1783338946,,4.335,DIGITUNDER,4,0.4165,0.0108,158,4401804819,won,1.22,1
11:56:02,JD100,1783338960,,4.345,DIGITOVER,5,0.4165,0.0108,212,4401830999,won,1.22,1
11:56:05,JD100,1783338962,,4.345,DIGITUNDER,4,0.4165,0.0108,241,4401834519,won,1.22,1
11:56:07,JD100,1783338963,,4.344,DIGITUNDER,4,0.4165,0.0108,227,4401835979,lost,-1.0,1
11:56:09,JD100,1783338964,,4.344,DIGITOVER,5,0.4165,0.0108,168,4401837439,lost,-1.0,1
11:56:12,JD100,1783338968,,4.340,DIGITUNDER,4,0.4165,0.0108,301,4401845219,won,1.22,1
11:56:18,JD100,1783338976,,4.342,DIGITUNDER,4,0.4165,0.0108,164,4401856639,lost,-1.0,1
11:56:21,JD100,1783338979,,4.342,DIGITUNDER,4,0.4165,0.0108,166,4401861139,won,1.22,1
11:56:38,JD100,1783338996,,4.331,DIGITOVER,5,0.4165,0.0108,166,4401896379,won,1.22,1
11:56:59,JD100,1783339017,,4.319,DIGITOVER,5,0.4165,0.0108,152,4401930839,lost,-1.0,1
11:57:01,JD100,1783339019,,4.321,DIGITOVER,5,0.4165,0.0108,180,4401933599,won,1.22,1
11:57:07,JD100,1783339025,,4.320,DIGITOVER,5,0.4165,0.0108,169,4401943339,lost,-1.0,1
11:57:09,JD100,1783339027,,4.320,DIGITUNDER,4,0.4165,0.0108,155,4401946079,lost,-1.0,1
11:57:19,JD100,1783339036,,4.312,DIGITUNDER,4,0.4165,0.0108,172,4401960379,lost,-1.0,1
11:57:21,JD100,1783339038,,4.307,DIGITOVER,5,0.4165,0.0108,199,4401963479,lost,-1.0,1
11:57:23,JD100,1783339040,,4.307,DIGITUNDER,4,0.4165,0.0108,197,4401966259,lost,-1.0,1
11:57:29,JD100,1783339046,,4.302,DIGITUNDER,4,0.4165,0.0108,190,4401976259,won,1.22,1
11:57:41,JD100,1783339058,,4.315,DIGITUNDER,4,0.4165,0.0108,170,4402002759,won,1.22,1
11:57:43,JD100,1783339059,,4.315,DIGITUNDER,4,0.4165,0.0108,158,4402004479,won,1.22,1
11:57:47,JD100,1783339064,,4.313,DIGITOVER,5,0.4165,0.0108,183,4402013799,lost,-1.0,1
11:57:49,JD100,1783339067,,4.313,DIGITUNDER,4,0.4165,0.0108,223,4402018959,won,1.22,1
11:57:51,JD100,1783339068,,4.319,DIGITUNDER,4,0.4165,0.0108,172,4402020039,lost,-1.0,1
11:58:01,JD100,1783339078,,4.323,DIGITOVER,5,0.4165,0.0108,197,4402038299,won,1.22,1
11:58:13,JD100,1783339090,,4.323,DIGITOVER,5,0.4165,0.0108,150,4402058939,lost,-1.0,1
11:58:15,JD100,1783339092,,4.324,DIGITUNDER,4,0.4165,0.0108,173,4402062279,lost,-1.0,1
11:58:18,JD100,1783339095,,4.321,DIGITOVER,5,0.4165,0.0108,164,4402066919,won,1.22,1
11:58:21,JD100,1783339099,,4.320,DIGITOVER,5,0.4165,0.0108,197,4402074419,lost,-1.0,1
11:58:35,JD100,1783339113,,4.318,DIGITUNDER,4,0.4165,0.0108,174,4402098219,won,1.22,1
11:58:45,JD100,1783339122,,4.304,DIGITUNDER,4,0.4165,0.0108,154,4402113559,won,1.22,1
11:58:53,JD100,1783339131,,4.306,DIGITUNDER,4,0.4165,0.0108,162,4402126619,lost,-1.0,1
11:58:56,JD100,1783339134,,4.310,DIGITUNDER,4,0.4165,0.0108,170,4402131179,won,1.22,1
11:58:59,JD100,1783339137,,4.313,DIGITUNDER,4,0.4165,0.0108,172,4402136139,won,1.22,1
11:59:01,JD100,1783339138,,4.311,DIGITUNDER,4,0.4165,0.0108,167,4402138699,won,1.22,1
11:59:06,JD100,1783339144,,4.313,DIGITOVER,5,0.4165,0.0108,193,4402148699,won,1.22,1
11:59:16,JD100,1783339153,,4.308,DIGITOVER,5,0.4165,0.0108,156,4402162959,won,1.22,1
11:59:25,JD100,1783339162,,4.316,DIGITOVER,5,0.4165,0.0108,219,4402177199,lost,-1.0,1
11:59:53,JD100,1783339191,,4.319,DIGITUNDER,4,0.4165,0.0108,147,4402227859,won,1.22,1
11:59:55,JD100,1783339192,,4.326,DIGITUNDER,4,0.4165,0.0108,181,4402229299,won,1.22,1
11:59:57,JD100,1783339193,,4.331,DIGITUNDER,4,0.4165,0.0108,169,4402230939,lost,-1.0,1
11:59:59,JD100,1783339194,,4.334,DIGITOVER,5,0.4165,0.0108,160,4402232819,won,1.22,1
12:00:10,JD100,1783339207,,4.334,DIGITOVER,5,0.4165,0.0108,179,4402256219,won,1.22,1
12:00:21,JD100,1783339219,,4.329,DIGITUNDER,4,0.4165,0.0108,151,4402274959,lost,-1.0,1
12:00:23,JD100,1783339220,,4.328,DIGITOVER,5,0.4165,0.0108,170,4402276379,won,1.22,1
12:00:31,JD100,1783339228,,4.327,DIGITOVER,5,0.4165,0.0108,172,4402289519,won,1.22,1
12:00:33,JD100,1783339230,,4.326,DIGITUNDER,4,0.4165,0.0108,162,4402292779,lost,-1.0,1
12:00:35,JD100,1783339231,,4.326,DIGITOVER,5,0.4165,0.0108,216,4402294999,won,1.22,1
12:00:40,JD100,1783339238,,4.324,DIGITUNDER,4,0.4165,0.0108,174,4402307879,lost,-1.0,1
12:00:43,JD100,1783339241,,4.326,DIGITUNDER,4,0.4165,0.0108,175,4402313259,lost,-1.0,1
12:00:51,JD100,1783339248,,4.318,DIGITUNDER,4,0.4165,0.0108,174,4402325199,lost,-1.0,1
12:00:54,JD100,1783339252,,4.318,DIGITOVER,5,0.4165,0.0108,437,4402338079,lost,-1.0,1
12:00:57,JD100,1783339254,,4.322,DIGITOVER,5,0.4165,0.0108,161,4402341359,lost,-1.0,1
12:01:00,JD100,1783339258,,4.317,DIGITOVER,5,0.4165,0.0108,194,4402350279,lost,-1.0,1
12:01:05,JD100,1783339263,,4.315,DIGITOVER,5,0.4165,0.0108,171,4402357639,lost,-1.0,1
12:01:07,JD100,1783339264,,4.315,DIGITUNDER,4,0.4165,0.0108,280,4402359139,won,1.22,1
12:01:11,JD100,1783339269,,4.323,DIGITUNDER,4,0.4165,0.0108,163,4402368319,lost,-1.0,1
12:01:13,JD100,1783339270,,4.325,DIGITOVER,5,0.4165,0.0108,177,4402369559,won,1.22,1
12:01:23,JD100,1783339281,,4.316,DIGITOVER,5,0.4165,0.0108,185,4402389739,lost,-1.0,1
12:01:29,JD100,1783339286,,4.320,DIGITUNDER,4,0.4165,0.0108,173,4402396539,won,1.22,1
12:01:31,JD100,1783339287,,4.326,DIGITUNDER,4,0.4165,0.0108,171,4402398339,won,1.22,1
12:01:33,JD100,1783339289,,4.322,DIGITOVER,5,0.4165,0.0108,158,4402401019,lost,-1.0,1
12:01:35,JD100,1783339291,,4.322,DIGITOVER,5,0.4165,0.0108,141,4402404639,won,1.22,1
12:01:37,JD100,1783339294,,4.323,DIGITUNDER,4,0.4165,0.0108,166,4402410459,lost,-1.0,1
12:01:40,JD100,1783339297,,4.323,DIGITOVER,5,0.4165,0.0108,164,4402416199,won,1.22,1
12:01:42,JD100,1783339300,,4.330,DIGITOVER,5,0.4165,0.0108,149,4402420679,lost,-1.0,1
12:01:45,JD100,1783339302,,4.331,DIGITOVER,5,0.4165,0.0108,157,4402424099,lost,-1.0,1
12:01:52,JD100,1783339309,,4.327,DIGITUNDER,4,0.4165,0.0108,201,4402438859,lost,-1.0,1
12:01:54,JD100,1783339312,,4.332,DIGITOVER,5,0.4165,0.0108,286,4402446939,won,1.22,1
12:01:56,JD100,1783339314,,4.333,DIGITUNDER,4,0.4165,0.0108,179,4402450159,lost,-1.0,1
12:01:59,JD100,1783339316,,4.334,DIGITOVER,5,0.4165,0.0108,175,4402452919,won,1.22,1
12:02:01,JD100,1783339317,,4.334,DIGITOVER,5,0.4165,0.0108,167,4402455859,lost,-1.0,1
12:02:12,JD100,1783339329,,4.338,DIGITOVER,5,0.4165,0.0108,161,4402476919,lost,-1.0,1
12:02:14,JD100,1783339332,,4.343,DIGITOVER,5,0.4165,0.0108,163,4402480899,lost,-1.0,1
12:02:21,JD100,1783339338,,4.345,DIGITOVER,5,0.4165,0.0108,683,4402495499,won,1.22,1
12:02:23,JD100,1783339339,,4.344,DIGITOVER,5,0.4165,0.0108,330,4402497139,lost,-1.0,1
12:02:25,JD100,1783339342,,4.344,DIGITOVER,5,0.4165,0.0108,184,4402503059,lost,-1.0,1
12:02:27,JD100,1783339345,,4.338,DIGITOVER,5,0.4165,0.0108,151,4402507579,lost,-1.0,1
12:02:40,JD100,1783339357,,4.340,DIGITUNDER,4,0.4165,0.0108,154,4402526759,won,1.22,1
12:02:43,JD100,1783339361,,4.338,DIGITOVER,5,0.4165,0.0108,153,4402533359,lost,-1.0,1
12:03:05,JD100,1783339382,,4.348,DIGITOVER,5,0.4165,0.0108,191,4402567679,lost,-1.0,1
12:03:26,JD100,1783339404,,4.349,DIGITUNDER,4,0.4165,0.0108,159,4402607979,won,1.22,1
12:03:36,JD100,1783339413,,4.336,DIGITUNDER,4,0.4165,0.0108,182,4402622959,won,1.22,1
12:03:48,JD100,1783339426,,4.342,DIGITOVER,5,0.4165,0.0108,157,4402645859,lost,-1.0,1
12:03:51,JD100,1783339429,,4.340,DIGITOVER,5,0.4165,0.0108,154,4402651719,lost,-1.0,1
12:03:55,JD100,1783339433,,4.339,DIGITOVER,5,0.4165,0.0108,172,4402658059,won,1.22,1
12:04:13,JD100,1783339450,,4.327,DIGITUNDER,4,0.4165,0.0108,156,4402686079,lost,-1.0,1
12:04:24,JD100,1783339462,,4.317,DIGITOVER,5,0.4165,0.0108,176,4402705899,won,1.22,1
12:04:26,JD100,1783339463,,4.314,DIGITOVER,5,0.4165,0.0108,156,4402707259,lost,-1.0,1
12:04:37,JD100,1783339474,,4.329,DIGITOVER,5,0.4165,0.0108,268,4402729759,lost,-1.0,1
12:04:45,JD100,1783339483,,4.331,DIGITUNDER,4,0.4165,0.0108,151,4402745179,won,1.22,1
12:05:03,JD100,1783339500,,4.330,DIGITUNDER,4,0.4165,0.0108,186,4402772519,lost,-1.0,1
12:05:10,JD100,1783339507,,4.343,DIGITOVER,5,0.4165,0.0108,169,4402785619,won,1.22,1
12:05:38,JD100,1783339535,,4.349,DIGITOVER,5,0.4165,0.0108,168,4402833239,lost,-1.0,1
12:05:40,JD100,1783339537,,4.350,DIGITOVER,5,0.4165,0.0108,152,4402836619,won,1.22,1
12:16:58,JD100,1783340216,,4.336,DIGITOVER,5,0.4165,0.0108,214,4403968679,lost,-1.0,1
12:17:00,JD100,1783340218,,4.336,DIGITUNDER,4,0.4165,0.0108,191,4403972159,lost,-1.0,1
12:17:16,JD100,1783340234,,4.342,DIGITUNDER,4,0.4165,0.0108,155,4403998979,won,1.22,1
12:17:19,JD100,1783340236,,4.341,DIGITUNDER,4,0.4165,0.0108,153,4404002059,won,1.22,1
12:17:21,JD100,1783340237,,4.341,DIGITUNDER,4,0.4165,0.0108,182,4404004099,lost,-1.0,1
12:17:27,JD100,1783340245,,4.341,DIGITUNDER,4,0.4165,0.0108,203,4404018139,won,1.22,1
12:17:31,JD100,1783340249,,4.344,DIGITUNDER,4,0.4165,0.0108,187,4404024979,won,1.22,1
12:17:34,JD100,1783340252,,4.344,DIGITUNDER,4,0.4165,0.0108,190,4404029899,lost,-1.0,1
12:17:37,JD100,1783340255,,4.343,DIGITOVER,5,0.4165,0.0108,153,4404034619,lost,-1.0,1
12:17:39,JD100,1783340257,,4.344,DIGITOVER,5,0.4165,0.0108,196,4404038019,lost,-1.0,1
12:17:48,JD100,1783340266,,4.336,DIGITUNDER,4,0.4165,0.0108,165,4404052119,lost,-1.0,1
12:17:52,JD100,1783340270,,4.347,DIGITUNDER,4,0.4165,0.0108,180,4404058759,lost,-1.0,1
12:17:55,JD100,1783340273,,4.349,DIGITUNDER,4,0.4165,0.0108,172,4404063459,lost,-1.0,1
12:17:59,JD100,1783340276,,4.349,DIGITOVER,5,0.4165,0.0108,151,4404067339,lost,-1.0,1
12:18:58,JD100,1783340336,,4.350,DIGITOVER,5,0.4165,0.0108,177,4404164339,lost,-1.0,1
12:23:54,JD100,1783340632,,4.349,DIGITUNDER,4,0.4165,0.0108,161,4404654719,lost,-1.0,1
12:58:51,JD100,1783342728,,4.343,DIGITUNDER,4,0.4165,0.0108,151,4408269019,lost,-1.0,1
12:58:57,JD100,1783342734,,4.339,DIGITUNDER,4,0.4165,0.0108,163,4408277059,lost,-1.0,1
12:59:01,JD100,1783342739,,4.349,DIGITUNDER,4,0.4165,0.0108,142,4408284759,lost,-1.0,1
